,gid,aid,fen,move,annotation
1722,92,8,r1bqr1k1/1p3ppp/p1pb4/4p3/PP6/2BP1BP1/4PP1P/1R1QR1K1 b - -,f1e1,"Perhaps a little too cautious? I would have played 15. b5. Hard to understand. 
Another thing many fans at home fail to understand is at this level, one mistake can cost them the match. Very few players can play like Tal and win World Championships today, especially with the vast improvement of computer power. Unsound moves & ideas will be severely punished immediately. "
1723,92,9,r3r1k1/1p1b1ppp/p1pb1q2/4p3/PP2B3/2BPP1P1/5P1P/1R1QR1K1 b - -,f3e4,"White is not better or worse, only equal, and Carlsen is fine with that. He relies on space advantage and his incredible patience. He is counting on Caruana making inaccuracies in this type of position. But objectively speaking, the position is equal. "
1724,92,10,r3r1k1/1p3ppp/p1pb1q2/4pb2/PP2B3/2BPP1P1/5P1P/1R1QR1K1 w - -,d7f5,And now if 18. Qf3 Bxe4 19. Qxf6 gxf6 20. dxe4 =/+= Equal and relaxing endgame with little risk.
1725,92,11,r3r1k1/1p3p1p/p1pb1p2/4p3/PP2P3/2B1P1P1/5P1P/1R2R1K1 b - -,d3e4,"as expected. Now the chances of a drawn endgame is 99% with 0.9% winning chances for Carlsen, and 0,1% for Caruana in case if Carlsen over pushes. "
1726,92,12,r3r1k1/5p1p/p1pb1p2/1p2p3/PP2P3/2B1P1P1/5P1P/1R1R2K1 b - -,e1d1,"Carlsen will try to make some plays against Caruana's Queenside pawn. The problem is even if he can trade his 2 pawns for 3, Black can still hold on the Kingside a pawn down. So the likeliness of a decisive result is slim, very slim. Of course anything is possible."
1727,92,13,r3rbk1/5p1p/p1p2p2/1p2p3/PP2P3/2B1P1P1/5P1P/1R1R2K1 w - -,d6f8,"Now Carlsen has two options, to trade the a pawn for b, or leave it be and allowing black to play bxa4. However, he cannot play a5 as this will put his b4 and a5 pawns on dark squares where Black Biship can attack them."
1728,92,14,r3rbk1/5p1p/2p2p2/1p2p3/1P2P3/2B1P1P1/5P1P/1R1R2K1 w - -,a6b5,So Carlsen decided to trade his a for b pawn. Black has a weak c6 pawn while white has a b4 target with his own pawn. 
1729,92,15,r3rbk1/5p1p/2p2p2/1p2p3/1P2P3/2B1P1P1/5PKP/1R1R4 b - -,g1g2,Carlsen can try to squeeze but this game will head to another draw.
1730,92,16,r1r2b2/5pkp/2p2p2/1p2p3/1P2P3/4P1P1/2R2PKP/1R2B3 b - -,c1c2,It will be hard for White to make much progress. But that never stopped Carlsen from trying to squeeze water from stone before. I highly doubt that it will work against Caruana though.
1731,92,17,2r2b2/5pkp/2p2p2/1p2p3/rP2P3/4PKP1/2R2P1P/1R2B3 b - -,g2f3,Black can just play Kg6 and sit tight as White cannot really do much.
1732,92,18,2r2b2/5p2/2p2pk1/1p2p2p/rP2P3/4P1PP/2R1KP2/1R2B3 b - -,h2h3,Carlsen wants to bring his King to the other side. But the potential problem is the Black King can get in via g4. So h3 stops it for now. Still equal and still heading toward another draw.  A slew of moves to simplify things even further 
1733,92,19,2r5/4bp2/2p5/1p2pk1p/rP6/4PPPP/2R1K3/1R2B3 w - -,f8e7,Neither side can really make much progress without crazy risk. So the game is still moving right along toward a peaceful end. 
1734,93,0,r1bqkbnr/pp2pp1p/2p3p1/2p5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,d7c6,We have a Rossolimo!
1735,93,1,r1bqk2r/pp1nppbp/2p3p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQK2R w KQkq -,f6d7,This is a mind game! They want to surprise each other. 
1736,93,2,r1bqk2r/pp1n1pbp/2p3p1/2p1p3/4P3/2NPBN1P/PPP2PP1/R2Q1RK1 b kq -,e1g1,"his is not an overly sharp line. Black is doing fine. Black usually would play 9...Qe7 here. Fabiano had a game in this line I think back in 2005.
The opening selection in a World Championship match is always fascinating. When I played in my World Championship match against Xie Jun, I completely shocked her by playing 1. e4 when I was known for 1. d4. It was a mental game."
1737,93,3,r1bqk2r/p2n1pbp/1pp3p1/2p1p3/4P3/2NPBN1P/PPP2PP1/R2Q1RK1 w kq -,b7b6,"is rare in high level chess but very playable.
From the speed of play, I think Carlsen has successfully surprised Caruana with opening choice in game 1. The mind game has begun. Do not fall for the ""Mind Game Joke"" Carlsen tried to pull by releasing the video of his 3 Ps preparation: Pizza, Poker, and Premier League Football. He prepared hard and definitely not taking Caruana lightly. "
1738,93,4,r1bqk2r/p2n1pbp/1pp3p1/2p1p3/4P3/2NPB2P/PPP2PPN/R2Q1RK1 b kq -,f3h2,Caruana is following an idea from a similar game he had against Nakamura in 2015. That game ended in a draw even though Caruana pushed hard to win. The idea is to prepare for f4.
1739,93,5,r1bqkn1r/p4pbp/1pp3p1/2p1p3/4P3/2NPB2P/PPP2PPN/R2Q1RK1 w kq -,d7f8,Now white has 2 logical plans: To push f4 or to play Qd2 with the idea of Bh6.
1740,93,6,r1bqkn1r/p4pbp/1pp3p1/2p5/4PR2/2NPB2P/PPP3PN/R2Q2K1 b kq -,f1f4,Caruana chose the f4 idea. Now the plan is simply. White will load things up on the f file and go for an attack on the Kingside. 
1741,93,7,r2qkn1r/p4pbp/1pp1b1p1/2p5/4PR2/2NPB2P/PPP3PN/R2Q2K1 w kq -,c8e6,I think both sides are satisfied with how the game is going so far. This game is also an important psychological battle. Caruana wants something where he can push without much risk to calm the nerves. Carlsen wants to get rid of a black game. This is a win win situation for both players!
1742,93,8,r2qkn1r/p4pbp/1pp1b1p1/2p5/4P3/2NPB2P/PPP2RPN/R2Q2K1 b kq -,f4f2,"I can tell you from personal experience that playing in a World Championship match can be exciting, fulfilling but also nerve wrecking. One small mistake in a match could doom you. So it is much easier for the fans sitting at home with Stockfish to question players' decisions. But for the players themselves, a lot of things go through their minds during the games and match."
1743,93,9,r2qkn1r/p4pb1/1pp1b1pp/2p5/4P3/2NPB2P/PPPQ1RPN/R5K1 b kq -,d1d2,to clear the 1st rank for Raf1 while putting pressure on the h6 pawn. White will continue to try to formulate an attack on the Kingside.
1744,93,10,r2qkn1r/p4pb1/1pp1b2p/2p3p1/4P3/2NPB2P/PPPQ1RPN/5RK1 b kq -,a1f1,I expect Carlsen's King to flee to the Queenside for safety. So something like Qd6 at some points is logical to clear the way.
1745,93,11,r3kn1r/p4pb1/1ppqb2p/2p3p1/4P3/2NPB2P/PPPQ1RPN/5RK1 w kq -,d8d6,"As expected, Carlsen clears the path for his King to hide on the Queenside. A smart decision! 
I like the approach to game 1 so far from both players. There are a lot more than what you see on the surface. Carlsen showed that he can surprise Caruana in the opening, an area some believe Caruana is stronger. It is always a hard guessing game as to what to prepare for. As I mentioned in my pre-match assessment here https://gamesmaven.io/chessdailynews/news/my-world-chess-championship-assessment-IB14B75INk-7m7t0TOQq5w/, Caruana needs to speed things up a little bit. He does not want to get too far behind on the clock. "
1746,93,12,2kr3r/p2n1pb1/1ppqbN1p/2p3p1/4P3/2NPB2P/PPPQ1RP1/5RK1 w - -,f8d7,"Now I do not like this plan from Caruana at all. He can get in serious trouble quite quickly. Black's Bishop pair can be very dangerous. All of sudden, Black can turn the table by attacking on the Kingside. I do not like this at all."
1747,93,13,2kr3r/p2n1p2/1ppqb2p/2p1b1pN/4P3/2NPB2P/PPPQ1RP1/5RK1 w - -,g7e5,"This is exactly what I pointed out in my pre-match assessment. Caruana had his eyes on this World Championship match opportunity for a long time. But he MUST control his nerves and stay objective. He cannot attack carelessly and get behind on the clock. This is why the World Championship experience is so important!  Now the tide has clearly turned. Caruana has to be objective and realize that he is in trouble. This is the time to try to hold and salvage this game. If he thinks that he is OK and not consolidate, this game may be over very soon. "
1748,93,14,2kr3r/p2n1p2/1ppqb2p/2p1b1pN/4P1P1/2NPB2P/PPPQ1R2/5RK1 b - g3,g2g4,"One idea is 19...f6 followed by Bf7. Carlsen must be happy at this moment. To use a boxing analogy, Caruana tried to be aggressive and left himself open. Carlsen got in a good jab and Caruana needs to regain his composure quickly before the big blows come. Make sense? "
1749,93,15,2kr3r/p2n1b2/1ppq1p1p/2p1b1pN/4P1P1/1PNPB2P/P1PQ1R2/5RK1 w - -,e6f7,"As expected. The White Knight on h5 is now screaming at Caruana: ""I am stuck, I am stuck, and I cannot get out! What are you doing to me? Help!"" "
1750,93,16,2kr3r/p4b2/1ppqn2p/2p1b1pN/4P1P1/1P1PB2P/P1PQ1R2/3N1RK1 b - -,f6h5,I do not understand this sequence by Carlsen. He kind of let Caruana off the hook. Very strange!
1751,93,17,2kr3r/p7/1ppq3p/2p1b1pP/4PB2/1P1P3P/P1PQ1R2/3N1RK1 b - -,e3f4,This is a possibility 25... gxf4 26. Rxf4 Bxf4 27. Qxf4 Qxf4 28. Rxf4 Rdf8 29. Rxf8+ Rxf830. Kg2 Rg8+ 31. Kh2 and it is about equal.
1752,93,18,2kr3r/p7/1ppq3p/2p1b2P/4Pp2/1P1P3P/P1PQ2R1/3N1RK1 b - -,f2g2,"This is an inaccuracy due to time pressure. As I said earlier, as well as in my pre-match assessment, Caruana MUST play faster. This will cause him big trouble if he does not fix it. "
1753,93,19,2kr4/p7/1ppq3p/2p1b2P/4Pp2/1P1P3P/P1P3Q1/3N1RK1 b - -,e2g2,Now Caruana's biggest task is to make time control without any additional inaccuracies.
1754,94,0,rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,f8e7,"Susan starts here with, ""It is smart for Carlsen to avoid the Petroff, a Caruana specialty! I expect a long strategical battle today! The QG is VERY common in WC matches."""
1755,94,1,rnbq1rk1/ppp1bppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R w KQ -,e8g8,I used to like to play this line a lot.
1756,94,2,r1b2rk1/pp3ppp/2n1pn2/q1bp4/2P2B2/P1N1PN2/1PQ2PPP/3RKB1R b K -,a1d1,Magnus had this position after 10Rd1 several times already (against Nakamura) 
1757,94,3,r1br2k1/pp3ppp/2n1pn2/q1bp4/2P2B2/P1N1PN2/1PQ2PPP/3RKB1R w K -,f8d8,"The encouraging sign is Caruana's speed of play today. He is much faster and seems to be more confident. 
10...Be7 used to be the most popular, while lately lots of games with 10...Re8. 
While 10...Rd8 is not a new move, according to my database Magnus never faced it before. That is why he is taking his time. 
The most common move here is 11. Nd2, played by Petrosian before in the 60's. If black plays 11...dxc4 then White has a comfortable position. 
However, if 11...d4 it can lead to interesting complications where Black sacrifices a piece. So this is why Carlsen is trying to decide how to proceed here.
Carlsen usually prefers quiet position advantage then squeeze while Caruana excels more in dynamic positions. So Carlsen must decide what type of game will he allow. This is all about match strategy, and sometimes Carlsen is known to play inferior moves just to shift the dynamic of the positions."
1758,94,4,r1br2k1/pp3ppp/2n1p3/q1bp4/2P1nB2/P1N1PN2/1PQ1BPPP/3RK2R w K -,f6e4,"Carlsen chose to play it safe to avoid the likely home-prep of Caruana in the complicated 11 Nd2 d4 line. The guessing game in World Championship matches is intense. Players must try to figure out what surprises the opponents have. Sometimes, lots of bluffing 😅
If 12. O-O Nxc3 13. bxc3 as Black cannot take the pawn on a3. If 13... Qxa3?? 14. Ra1 traps the queen or if 13...Bxa3? the Bishop gets into trouble after the pin with 14. Ra1. "
1759,94,5,r1br2k1/pp3pp1/2n1p2p/q1bp4/2P2B2/P1P1PN2/2Q1BPPP/3R1RK1 w - -,h7h6,"Of course Caruana did not fall for the elementary trap. 🤣 Hey, but this is educational for the novice players at home 😃
​What you are seeing is the behind the scene thinking of these players in a World Championship match. I remember this from my own match in 1996. A lot of guessing game and my team did a better job surprising my opponent. 
So when you see players sitting and thinking in what seems to be ""normal"" positions, what they are doing is try to figure out the potential landmines of home preparation. It is not like they are day dreaming or think about dinner 😅"
1760,94,6,r1br2k1/pp2npp1/4p2p/q1bp4/P1P2B2/2P1PN2/2Q1BPPP/3R1RK1 w - -,c6e7,"Now you can see why Caruana is a worthy challenger. He is very diligent with his training. I have known him since he was about 6 years old when he started playing his first tournaments at my Chess Club in NY. Lou, his Dad, has always been very supportive of his chess. And he was never afraid to ask for advice so his son can have the best path forward."
1761,94,7,r1br2k1/pp2npp1/3bp2p/q2pN3/P1P2B2/2P1P3/2Q1BPPP/3R1RK1 w - -,c5d6,"Just like yesterday, White is in an uncomfortable position. Carlsen needs to put the brakes and try to consolidate and hold this game. I do not like his position at all. Caruana plays really fast today, and much more confidently."
1762,94,8,r1br2k1/pp3pp1/3bp2p/q2nN3/P4B2/2P1PB2/2Q2PPP/3R1RK1 b - -,e2f3,"If 17... Nxf4 18. exf4 Bxe5 19. Rxd8+ Qxd8 20. fxe5 = Carlsen smells danger and hopes to trade pieces to head to equal endgame to salvage this game and fight another day. Caruana on the other hand should try to keep up the intensity in this game and not simplify.
In chess, especially in a World Championship match, momentum is so important. If Carlsen converted yesterday, things could have been so different. But he let Caruana off the hook and it may come back to bite him."
1763,94,9,r1br2k1/pp3pp1/4p2p/q3b3/P4P2/2P2B2/2Q2PPP/3R1RK1 w - -,d6e5,"It is interesting that Caruana is following the line I suggested. Black is completely fine, maybe even easier to play. But I thought he may be suited to keep things complicated a little longer to burn more time off Carlsen's clock."
1764,94,10,r1bq2k1/pp3pp1/4p2p/4P3/P7/2P2B2/2Q2PPP/5RK1 b - -,f4e5,They are following the exact same suggestion I made. White has 2 isolated pawns. Black has a slight development problem with the Bishop on c8. So I evaluate this to be equal and the game should head to a peaceful draw.
1765,94,11,r1b3k1/ppq2pp1/4p2p/4P3/P7/2P2B2/2Q2PPP/5RK1 w - -,d8c7,Now white needs to maintain pressure on the b7 pawn and keeps the Bishop back on c8. Forget about the e5 pawn for now. So 21. Rb1 is a good option.
1766,94,12,r1b3k1/ppq2pp1/4p2p/4P3/P7/2P2B2/2Q2PPP/1R4K1 b - -,f1b1,"Carlsen is very smart. He knew that he was outplayed in the opening in spite of having white. So he changed the dynamic of the game immediately, and now they are heading to a ""boring"" endgame where he is certainly safer. This is why the man is the Champion! 🏆
One of the big problems in chess for many players, including Grandmasters, is how to change the dynamic of the games mid-stream. Some have their minds set on some ideas, and they refuse to change course. To be successful, one must be FLEXIBLE and OBJECTIVE. Hard to do for many!"
1767,94,13,1r4k1/ppqb1pp1/4p2p/P3P3/8/2PQ1B2/5PPP/1R4K1 b - -,a4a5,"I am not terribly impressed with this move. I prefer 23. Qd6.
Carlsen is still OK. But I think this game, even if it ends in a draw, will give a big boost in confidence for Caruana. It also sends a message that Caruana's team is strong and they are doing their jobs well. The question is how will players react as the match momentum constantly shifts from game to game.
This is one possibility"
1768,94,14,1r4k1/pp3pp1/2bPp2p/P7/8/2P2B2/5PPP/1R4K1 b - -,e5d6,"Bxf3 26. gxf3 Kf8 27. c4 Ke8 28. c5 Kd7 29. Rc1 Rc830. Rb1 Rxc5 31. Rxb7+ Kxd6 32. Rxa7 Rc7 33. Ra8 Kc634. Kf1 Kb7 35. Rg8 g6 36. Ke2 Ka6 37. Ra8+ Kb5 38. Ke3 Rc3+39. Ke2 g5 40. Rh8 Kxa5 41. Rxh6 Rc2+ 42. Ke3 = But it is white who has to play accurately to hold.
When I conducted this World Championship poll, out of the 1,200+ votes, about 71-72% picked Carlsen to beat Caruana. Do you still agree after seeing this game? "
1769,94,15,1r3k2/pp3pp1/3Pp2p/P7/8/2P2P2/5P1P/1R4K1 w - -,g8f8,"This is ""technically"" a draw. But white has to be accurate. White needs to push c4-c5 quickly. No time to waste. Otherwise, he can be in big trouble!"
1770,94,16,8/r2k1pp1/3P3p/4p3/1R6/5P2/5PKP/8 b - -,b6b4,"Yesterday, Caruana held a R and P endgame with one pawn down. Now Carlsen has to do the same but in a tougher position. Not an easy task!"
1771,94,17,8/r2k2p1/1R5p/4pp2/8/5P2/5PKP/8 w - -,e6d7,Carlsen needs to push f4 now. This is an important pawn structure to hold.
1772,94,18,8/r5p1/7p/8/1R2pk2/8/5PKP/8 w - -,f5e4,It should be a draw now.
1773,94,19,8/1R4p1/6rp/8/4pk2/7P/5P2/5K2 w - -,g5g6,"I realize that the Norwegian fans are probably nervous now as they see that Carlsen has 1 less pawn. But be assured that Carlsen is not a World Champion on TV. He is really good and he ""should"" hold this game. "
1774,95,0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3,d2d4,king opening
1775,95,1,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq d6,d7d5,same
1776,95,2,rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq -,b1c3,starting to get minor pieces out  I am white
1777,95,3,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq -,e7e6,pawn wall
1778,95,4,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq -,g1f3, a head in development
1779,95,5,rnbqk1nr/ppp2ppp/4p3/3p4/1b1P4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq -,f8b4,bishop
1780,95,6,rnbqk1nr/ppp2ppp/4p3/3p4/1b1P4/P1N2N2/1PP1PPPP/R1BQKB1R b KQkq -,a2a3,gave in a choice  on which pice to take
1781,95,7,rnbqk1nr/ppp2ppp/4p3/b2p4/3P4/P1N2N2/1PP1PPPP/R1BQKB1R w KQkq -,b4a5,makes  bishop go backward
1782,95,8,rnbqk1nr/ppp2ppp/4p3/b2p4/1P1P4/P1N2N2/2P1PPPP/R1BQKB1R b KQkq b3,b2b4,pawn
1783,95,9,rnbqk1nr/ppp2ppp/1b2p3/3p4/1P1P4/P1N2N2/2P1PPPP/R1BQKB1R w KQkq -,a5b6,bishop doubled moved
1784,95,10,rnbqk1nr/ppp2ppp/1b2p3/3p2B1/1P1P4/P1N2N2/2P1PPPP/R2QKB1R b KQkq -,c1g5,bishop
1785,95,11,rnbqk1nr/ppp3pp/1b2pp2/3p2B1/1P1P4/P1N2N2/2P1PPPP/R2QKB1R w KQkq -,f7f6,pawn
1786,95,12,rnbqk1nr/ppp3pp/1b2pp2/3p4/1P1P1B2/P1N2N2/2P1PPPP/R2QKB1R b KQkq -,g5f4,bad move by my shop
1787,95,13,rnbqk1nr/ppp4p/1b2ppp1/3p4/1P1P1B2/P1N2N2/2P1PPPP/R2QKB1R w KQkq -,g7g6,pawn
1788,95,14,rnbqk1nr/ppp4p/1b2ppp1/3p4/1P1P1B2/P1N1PN2/2P2PPP/R2QKB1R b KQkq -,e2e3,pawn
1789,95,15,rnbqk1nr/ppp4p/1b3pp1/3pp3/1P1P1B2/P1N1PN2/2P2PPP/R2QKB1R w KQkq -,e6e5,pawn
1790,95,16,rnbqk1nr/ppp4p/1b3pp1/3pP3/1P3B2/P1N1PN2/2P2PPP/R2QKB1R b KQkq -,d4e5,pawn
1791,95,17,rnbqk1nr/1pp4p/1b3pp1/p2pP3/1P3B2/P1N1PN2/2P2PPP/R2QKB1R w KQkq a6,a7a5,pawn
1792,95,18,rnbqk1nr/1pp4p/1b3Pp1/p2p4/1P3B2/P1N1PN2/2P2PPP/R2QKB1R b KQkq -,e5f6,pawn
1793,95,19,rnb1k1nr/1pp4p/1b3qp1/p2p4/1P3B2/P1N1PN2/2P2PPP/R2QKB1R w KQkq -,d8f6,queen
1794,96,0,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,c7c6,"The Caro-Kann. A common defence against 1.e4 and is classified as a ""Semi-Open Game"" like the Sicilian Defence and French Defence, although it is thought to be more solid and less dynamic than either of those openings. It often leads to good endgames for Black, who has better pawn structure."
1795,96,1,rnbqkbnr/pp1p1ppp/2p1p3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,e7e6,A bit unsettling but playable. The natural move is 2..d5.
1796,96,2,rnbqkbnr/p2p1ppp/2p1p3/1p2P3/3P4/8/PPP2PPP/RNBQKBNR w KQkq b6,b7b5,?! - More unsettling. Where's the development? Opening principles are there for a reason!
1797,96,3,rnbqkbnr/p2p1ppp/2p1p3/1p2P3/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq -,g1f3,The final book move in my opening book. Black is creating some potential positional problems for himself with just moving pawns and not developing his pieces. 
1798,96,4,rnbqkbnr/p2p1p1p/2p1p1p1/1p2P1B1/3P4/5N2/PPP2PPP/RN1QKB1R b KQkq -,c1g5,"My goal is to create some holes for my knights to exploit later. In games like this, knights thrive. "
1799,96,5,rnb1k1nr/p2pqp1p/2p1p1p1/1p2P3/3P4/5N2/PPP2PPP/RN1QKB1R w KQkq -,d8e7,"Playable, but I would prefer 6..Nxe7. Now d6 has a hole to exploit. "
1800,96,6,rnb1k1nr/p2pqp1p/2p1p1p1/1p2P3/2PP4/5N2/PP3PPP/RN1QKB1R b KQkq c3,c2c4,"Based on his previous moves, I have no fear that he will exchange here. Even if he did, I extend my development lead. "
1801,96,7,rnb1k1nr/3pq2p/p1p1pPp1/1pP5/3P4/5N2/PP3PPP/RN1QKB1R b KQkq -,e5f6,Weakening the kingside and creating more positional problems for Black. 
1802,96,8,rnb1k2r/3pq2p/p1p1pnp1/1pP5/3P4/3B1N2/PP3PPP/RN1QK2R b KQkq -,f1d3,?! - Weakens d4 but allows white to castle. 10.Be2 was better. 
1803,96,9,rnb1k1r1/4q2p/p1p1pnp1/1pPpN3/3P4/3B4/PP3PPP/RN1QK2R w KQq -,h8g8,Thought about striking at a weakened kingside and mobilizing my forces there. But that's torn it for now. 
1804,96,10,rnb1k1r1/4q2p/p1p1pnp1/1pPpN3/3P4/3B4/PP1N1PPP/R2QK2R b KQq -,b1d2,Heading to f3 to shore up the defense. 
1805,96,11,rn2k1r1/1b2q2p/p1p1pnp1/1pPpN3/3P4/3B4/PP1N1PPP/R2QK2R w KQq -,c8b7,Finally develops a piece. Maybe black will castle queenside and protect his vulnerable king? 
1806,96,12,r3k1r1/1b1nq2p/p1p1pnp1/1pPpN3/3P4/3B1N2/PP3PPP/R2QK2R w KQq -,b8d7,"Now I could just take d7, but decided not to and try and get him to get aggressive. "
1807,96,13,r3k1r1/1b1nq3/p1p1pnp1/1pPpN2p/3P4/3B1N2/PP3PPP/R2Q1RK1 w q h6,h7h5,? - But that's a problem. A free pawn from a broken chain. 
1808,96,14,r2k2r1/1b1nq3/p1p1pnB1/1pPpN2p/3P4/5N2/PP3PPP/R2Q1RK1 w - -,e8d8,"Personally, I expected more from this class of player. Sure, my play hasn't been stellar, but I do have a solid position based on some bad decisions by my opponent. "
1809,96,15,r5r1/1bk1q3/p1p1p1B1/1pPpN2p/3Pn3/8/PP3PPP/R2Q1RK1 w - -,f6e4,? - And another pawn bites the dust. 
1810,96,16,r5r1/1bk5/p1p1p3/1pPpN1qB/3Pn3/8/PP3PPP/R2Q1RK1 w - -,e7g5,"Finally, an attack! And a lethal one too. Of course I'm well set up to deal with this... "
1811,96,17,r5r1/1bk5/p1p1pn2/1pPpN1q1/3P4/5B2/PP3PPP/R2Q1RK1 w - -,e4f6,My new plan is to get rid of the pieces and force this to a favorable endgame. And it's a plan I'll get some assistance with from my opponent. 
1812,96,18,r5r1/1bk3q1/p1p1pn2/1pPpN3/3P4/5B2/PP3PPP/R2Q1RK1 b - -,f7e5,I first target the knight by dangling the bishop there. 
1813,96,19,r5r1/1bk3q1/p1p1p3/1pPpN3/P2Pn3/5B2/1P3PPP/R2Q1RK1 b - a3,a2a4,"Given the passive play, I expected maybe a pawn push"
1814,97,0,rnbqkb1r/pp3ppp/3ppn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,e7e6,"So far, so Sicilian..."
1815,97,1,rnbqkb1r/pp3ppp/3ppn2/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R b KQkq g3,g2g4,"The Keres Attack. The usual defence is 6...h6, to stop the pawn's advance. But..."
1816,97,2,rnbqkb1r/pp3ppp/3pp3/8/3NP1n1/2N5/PPP2P1P/R1BQKB1R w KQkq -,f6g4,"Now this is clearly wrong, but how to exploit it? Or is there a nasty trap lurking somewhere? Only one way to find out..."
1817,97,3,rnbqkb1r/pp3ppp/3p4/4p3/3NP1Q1/2N5/PPP2P1P/R1B1KB1R w KQkq -,e6e5,"Ah, I see - attacking the Knight and revealing an attack against the Queen. But it only works if you're playing someone who's never tried the Keres before. I get the first part right..."
1818,97,4,r1bqkb1r/pp3ppp/2np4/1B2p3/3NP1Q1/2N5/PPP2P1P/R1B1K2R w KQkq -,b8c6,"Now, 9.Nxc6 Bxg4 10.Nxd8 Kxd8 and my exchange lead is intact. Instead..."
1819,97,5,r1bqkb1r/pp3ppp/2np4/1B2p1B1/3NP1Q1/2N5/PPP2P1P/R3K2R b KQkq -,c1g5,"Whoops. It's not as though the Database couldn't have helped - 9.Nxc6 is the only move in it! Annoyingly, this move would work if Black had defended the check with 8...Bd7, because the Bishop would have been pinned. Now it isn't."
1820,97,6,r2Bkb1r/pp3ppp/2np4/1B6/3pP1b1/2N5/PPP2P1P/R3K2R w KQkq -,e5d4,"And I'm in a mess. I go on to lose the game; such a material deficit is hard to overcome, but it's a wild one along the way..."
1821,97,7,r2Bkb1r/pp3ppp/2np4/1B1N4/3pP1b1/8/PPP2P1P/R3K2R b KQkq -,c3d5,A hopeful threat of a fork on c7
1822,97,8,3rkb1r/pp3ppp/2np4/1B1N4/3pP1b1/8/PPP2P1P/R3K2R w KQk -,a8d8,"Curiously, Black recaptures with the Rook. Maybe he still hopes to get his other Bishop out and castle K-side. But 12.Nc7+ stopes that, so I don't quite get it."
1823,97,9,3rkb1r/pp3ppp/2np4/1B1N4/3pP1b1/8/PPPK1P1P/R6R b k -,e1d2,"First, though, desperate measures needed. I can't castle Q-side and my K-side is wide open thanks to my mishandling of the Keres, so I unite my Rooks the only way I can."
1824,97,10,3rkb1r/pp1b1ppp/2np4/1B1N4/3pP3/8/PPPK1P1P/R6R w k -,g4d7,"Stops the pin, but allows me to force the King out and give myself a fighting chance..."
1825,97,11,3r1b1r/pp1b1ppp/2npk3/1B1N4/3pP3/8/PPPK1P1P/R6R w - -,e7e6,"Of course, Black could go back to e8, but I'd be quite happy with a draw by repetition, and he knows this. So out comes the KIng."
1826,97,12,3r1b1r/pp1b1ppp/2npk3/3N4/2BpP3/8/PPPK1P1P/R6R b - -,b5c4,"Now, to avoid a discovered check that could potentially put me right back in it, the King must venture further out."
1827,97,13,3r1b1r/pp1b1ppp/2np4/3Nk3/2BpP3/3K4/PPP2P1P/R6R b - -,d2d3,"Defending the e-pawn, so the Black King can't take it if I play f4+. But maybe I should have let him? The alternative was going back to e6."
1828,97,14,3r1b1r/pp1b1p1p/2np4/3Nk1p1/2BpP3/3K4/PPP2P1P/R6R w - g6,g7g5,Black doesn't fancy f4+!
1829,97,15,3r1b1r/pp1b1p1p/2np4/3Nk1p1/2BpP2P/3K4/PPP2P2/R6R b - h3,h2h4,"From now on my only hope is exploiting the central position of the Black King, even if it means losing more material."
1830,97,16,3r1b1r/pp3p1p/2npb3/3Nk1p1/2BpP2P/3K4/PPP2P2/R6R w - -,d7e6,"Sadly, Black doesn't give me time, and once exchanges start, the material deficit is crucial."
1831,97,17,3r1b1r/pp3p1p/2npb3/3Nk1P1/2BpP3/3K4/PPP2P2/R6R b - -,h4g5,But I do get a free pawn.
1832,97,18,3r1b1r/pp3p1p/2np4/3bk1P1/2BpP3/3K4/PPP2P2/R6R w - -,e6d5,"A shame I don't get to play f4, which would have been a delightful mating position."
1833,97,19,3r1b1r/pp3p1p/2np4/3bk1P1/2BpPP2/3K4/PPP5/R6R b - f3,f2f4,"As it is I just get to draw the King deeper into my half, with the hope of utilising my Rooks."
1834,98,0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3,d2d4,"Baadur is well-known as a very creative and sharp chess player. Therefore, my plan for the game was to play solid chess and stay away from complications, which is probably Baadur's strongest side. By move 10, it was clear that something went wrong.."
